Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2012-10-25,5.1296,5.1638,5.1095,5.1503
2012-10-26,5.1766,5.1881,5.1386,5.1403
2012-10-29,5.1499,5.1682,5.1442,5.155
2012-10-30,5.1501,5.1509,5.1082,5.1162
2012-10-31,5.1252,5.1466,5.1102,5.1417
2012-11-01,5.1556,5.167,5.1207,5.1296
2012-11-02,5.1376,5.1463,5.1091,5.1352
2012-11-05,5.1313,5.1569,5.1301,5.141
2012-11-06,5.1383,5.1566,5.1334,5.1388
2012-11-07,5.1248,5.1918,5.1129,5.1807
2012-11-08,5.178,5.2328,5.178,5.2273
2012-11-09,5.2167,5.2329,5.1939,5.1975
2012-11-12,5.195,5.2094,5.1945,5.1972
2012-11-13,5.2108,5.2535,5.2093,5.2244
2012-11-14,5.2194,5.2198,5.1818,5.1832
2012-11-15,5.1935,5.1995,5.1412,5.1607
